recording_id,location_id,window_index,window_start,window_end,frame_start,frame_end,frame_count,avg_vehicle_count,min_vehicle_count,max_vehicle_count,avg_speed,min_speed,slow_frame_ratio,avg_slow_count,avg_helper_count,avg_neighbor_count,triggerable_frame_ratio
1,2,71,8880,9125,8880,9125,50,17.62,14,21,29.55487817652148,23.320008576327755,0.0,0.0,15.26,15.617124035579144,0.0
1,2,72,9005,9250,9005,9250,50,14.22,10,17,30.125694609463356,23.320008576327755,0.0,0.0,12.14,12.207115982057157,0.0
1,2,73,9130,9375,9130,9375,50,12.26,10,16,31.61245764242537,24.060008312550515,0.0,0.0,9.62,10.435209124209125,0.0
1,2,74,9255,9500,9255,9500,50,11.3,9,13,34.114679531035385,24.060008312550515,0.0,0.0,8.04,9.293299145299144,0.0
1,2,75,9380,9625,9380,9625,50,11.58,9,15,36.2737989284476,23.41,0.0,0.0,8.76,9.7375096015096,0.0
1,2,76,9505,9750,9505,9750,50,13.68,11,16,34.49433003395492,23.15055290916396,0.0,0.0,11.16,11.891064102564103,0.0
1,2,77,9630,9875,9630,9875,50,15.22,14,17,30.69959129807191,23.15055290916396,0.0,0.0,12.36,13.293327731092436,0.0
1,2,78,9755,10000,9755,10000,50,17.44,14,21,28.67730076343909,23.180053925735375,0.0,0.0,14.62,15.522349574917687,0.0
1,2,79,9880,10125,9880,10125,50,19.14,17,21,28.377709088458474,23.18000862812609,0.0,0.0,16.54,17.40567723229643,0.0
1,2,80,10005,10250,10005,10250,50,19.04,18,20,28.250237153250765,23.18000862812609,0.0,0.0,15.58,17.60785964912281,0.0
1,2,81,10130,10375,10130,10375,50,18.12,16,20,28.378008211926772,23.27206479880975,0.0,0.0,13.7,16.289445304437567,0.0
1,2,82,10255,10500,10255,10500,50,17.68,16,21,29.101808832430102,23.800002100840246,0.0,0.0,13.02,15.661790677674578,0.0
1,2,83,10380,10625,10380,10625,50,18.76,17,22,30.6351815317262,24.40000204918024,0.0,0.0,13.86,17.13399054677693,0.0
1,2,84,10505,10750,10505,10750,50,19.8,18,22,31.186920402269966,22.110002261420057,0.0,0.0,15.16,17.64992709045341,0.0
1,2,85,10630,10875,10630,10875,50,19.6,17,22,30.186677165862466,21.51,0.0,0.0,14.6,17.222819240614907,0.0
1,2,86,10755,11000,10755,11000,50,19.18,17,22,29.450822099447986,21.370114646393453,0.0,0.0,12.56,17.074366665326416,0.0
1,2,87,10880,11125,10880,11125,50,19.3,16,22,29.18463496500333,21.370114646393453,0.0,0.0,11.36,17.18508287653179,0.0
1,2,88,11005,11250,11005,11250,50,16.06,11,22,29.363508002410505,21.720036832381293,0.0,0.0,9.04,14.387849640555523,0.0
1,2,89,11130,11375,11130,11375,50,12.24,8,15,31.60575132784086,21.770009186952585,0.0,0.0,6.92,10.188145854145853,0.0
1,2,90,11255,11500,11255,11500,50,10.62,8,13,34.74181541126936,24.260018549044847,0.0,0.0,6.6,8.793655011655012,0.0
1,2,91,11380,11625,11380,11625,50,8.86,6,10,35.408747154636124,24.030033291695624,0.0,0.0,6.44,7.600396825396826,0.0
1,2,92,11505,11750,11505,11750,50,6.4,4,10,33.40908984731952,22.140144534306906,0.0,0.0,5.46,5.199253968253969,0.0
1,2,93,11630,11875,11630,11875,50,7.74,4,12,32.66506902991333,22.140144534306906,0.0,0.0,6.4,6.413411255411257,0.0
1,2,94,11755,12000,11755,12000,50,10.76,7,13,32.226469409477616,22.400180802841746,0.0,0.0,8.1,9.328195138195138,0.0
1,2,95,11880,12125,11880,12125,50,10.08,8,13,29.418977057524653,22.28002019747738,0.0,0.0,8.32,8.698933954933956,0.0
1,2,96,12005,12250,12005,12250,50,9.4,8,11,28.13656702078217,22.28002019747738,0.0,0.0,9.04,7.985292929292928,0.0
1,2,97,12130,12375,12130,12375,50,10.46,9,13,30.43098725802313,22.46008014233253,0.0,0.0,10.46,8.81583682983683,0.0
1,2,98,12255,12500,12255,12500,50,11.72,9,16,31.51097794763431,22.340002238137757,0.0,0.0,11.4,9.794661838161838,0.0
1,2,99,12380,12625,12380,12625,50,15.56,10,21,30.464919219619745,21.790002294630444,0.0,0.0,12.74,13.536578042872158,0.0
1,2,100,12505,12750,12505,12750,50,20.62,15,24,29.40851565182755,21.790002294630444,0.0,0.0,14.04,18.448277626659845,0.0
1,2,101,12630,12875,12630,12875,50,22.04,19,24,29.038322768361137,21.790020651665294,0.0,0.0,13.56,19.99945513982585,0.0
1,2,102,12755,13000,12755,13000,50,19.8,16,24,28.86422424436754,21.93014591834719,0.0,0.0,13.06,17.464827692535994,0.0
1,2,103,12880,13125,12880,13125,50,16.06,13,20,29.224016929017992,22.27018185826061,0.0,0.0,12.58,13.416170038595736,0.0
1,2,104,13005,13250,13005,13250,50,13.66,12,16,31.145755906701893,22.43,0.0,0.0,11.52,11.662844322344322,0.0
1,2,105,13130,13375,13130,13375,50,12.94,11,14,31.475400063432573,22.160081227287954,0.0,0.0,11.0,11.3207326007326,0.0
1,2,106,13255,13500,13255,13500,50,12.66,11,14,30.231599978237025,22.160081227287954,0.0,0.0,10.76,10.901092241092242,0.0
1,2,107,13380,13625,13380,13625,50,12.5,11,15,30.69419663356411,23.030106382733017,0.0,0.0,11.04,10.685995337995337,0.0
1,2,108,13505,13750,13505,13750,50,12.58,10,15,31.43992692837253,21.28000234962393,0.0,0.0,11.4,10.615285381285382,0.0
1,2,109,13630,13875,13630,13875,50,12.28,10,15,30.74281475278873,20.321793720043516,0.0,0.0,10.38,10.378011322011323,0.0
1,2,110,13755,14000,13755,14000,50,10.52,7,13,29.250730951271514,20.321793720043516,0.0,0.0,7.8,8.880052836052835,0.0
1,2,111,13880,14125,13880,14125,50,10.22,7,14,28.326033146462528,21.080002371916372,0.0,0.0,6.86,8.453033189033189,0.0
1,2,112,14005,14250,14005,14250,50,12.6,9,16,28.87944338173733,21.550148491367757,0.0,0.0,8.96,10.72388961038961,0.0
1,2,113,14130,14375,14130,14375,50,15.44,12,19,30.59772747947217,22.220324030040604,0.0,0.0,11.44,13.653890805444984,0.0
1,2,114,14255,14500,14255,14500,50,18.7,15,23,31.75629577923674,22.310378750707034,0.0,0.0,13.48,16.450236044365735,0.0
1,2,115,14380,14625,14380,14625,50,19.9,17,23,31.736528042845286,23.080019497392108,0.0,0.0,14.92,17.58254226669518,0.0
1,2,116,14505,14750,14505,14750,50,18.68,16,22,30.883474455456515,23.220008613262827,0.0,0.0,14.96,16.825171719405468,0.0
1,2,117,14630,14875,14630,14875,50,17.02,15,20,29.729889134592703,23.340619100615132,0.0,0.0,12.54,14.985244066047471,0.0
1,2,118,14755,15000,14755,15000,50,15.04,12,18,29.653689930690298,23.340619100615132,0.0,0.0,9.9,12.822262048409106,0.0
1,2,119,14880,15125,14880,15125,50,13.58,11,16,31.030225352807157,23.65061098576525,0.0,0.0,9.42,11.658750083250082,0.0
1,2,120,15005,15250,15005,15250,50,12.22,10,14,32.04622330144188,26.12001722817196,0.0,0.0,9.56,10.659437895437897,0.0
1,2,121,15130,15375,15130,15375,50,9.8,6,13,32.44790867406909,23.75005263152063,0.0,0.0,8.5,8.485643689643691,0.0
1,2,122,15255,15500,15255,15500,50,9.42,6,13,33.280463706228794,23.75005263152063,0.0,0.0,8.22,7.668030747030746,0.0
1,2,123,15380,15625,15380,15625,50,12.28,7,16,33.43227127688447,22.550108647188377,0.0,0.0,9.58,10.522933843933842,0.0
1,2,124,15505,15750,15505,15750,50,14.86,13,17,32.315584910072836,22.550108647188377,0.0,0.0,9.76,13.210730446024563,0.0
1,2,125,15630,15875,15630,15875,50,16.3,14,18,31.108850710770295,22.740079155535057,0.0,0.0,10.44,14.135894957983195,0.0
1,2,126,15755,16000,15755,16000,50,19.22,15,23,30.69281652312149,21.100236965494016,0.0,0.0,12.56,17.00585514093301,0.0
1,2,127,15880,16125,15880,16125,50,22.2,19,24,30.055032567549503,21.100236965494016,0.0,0.0,14.26,19.845324328608086,0.0
1,2,128,16005,16250,16005,16250,50,21.48,18,24,29.297303355640118,21.21019094680668,0.0,0.0,14.14,19.024516366674263,0.0
1,2,129,16130,16375,16130,16375,50,19.4,17,22,29.23356942289348,21.30003755865233,0.0,0.0,13.3,17.296342844633863,0.0
1,2,130,16255,16500,16255,16500,50,18.14,14,21,29.876324166846782,21.9000365296499,0.0,0.0,12.22,16.074310604943733,0.0
1,2,131,16380,16625,16380,16625,50,15.34,12,21,31.045156743627352,22.02005676650267,0.0,0.0,9.7,13.174729548229548,0.0
1,2,132,16505,16750,16505,16750,50,12.78,10,15,32.37611124924812,22.010036347084938,0.0,0.0,8.16,10.998302364302363,0.0
1,2,133,16630,16875,16630,16875,50,11.36,8,15,32.85929282277721,22.010036347084938,0.0,0.0,7.22,9.595716394716396,0.0
1,2,134,16755,17000,16755,17000,50,10.22,8,12,32.903007495209586,22.19050697933691,0.0,0.0,6.86,8.31787878787879,0.0
1,2,135,16880,17125,16880,17125,50,11.12,8,15,33.31333558815927,23.920008361202555,0.0,0.0,8.98,9.460197025197026,0.0
1,2,136,17005,17250,17005,17250,50,13.76,11,16,33.579393599077086,23.920008361202555,0.0,0.0,12.28,11.942430069930069,0.0
1,2,137,17130,17375,17130,17375,50,14.38,11,16,33.39984884073096,24.2000082644614,0.0,0.0,12.34,12.51177405927406,0.0
1,2,138,17255,17500,17255,17500,50,13.1,11,15,32.95568152228478,21.880185099765495,0.0,0.0,9.74,10.949663003663003,0.0
1,2,139,17380,17625,17380,17625,50,13.36,11,16,31.551842133370155,21.880185099765495,0.0,0.0,9.32,11.399227772227773,0.0
1,2,140,17505,17750,17505,17750,50,14.0,12,16,30.251028128920527,21.980009099179192,0.0,0.0,10.8,12.533956043956046,0.0
1,2,141,17630,17875,17630,17875,50,12.74,9,16,29.63093017300519,22.040183756039784,0.0,0.0,10.5,11.13069030969031,0.0
1,2,142,17755,18000,17755,18000,50,10.66,8,14,29.89941253527115,22.13014459961796,0.0,0.0,8.54,8.714284493284492,0.0
1,2,143,17880,18125,17880,18125,50,11.92,8,16,31.25080559606079,21.272407010021222,0.0,0.0,9.08,9.906771839271839,0.0
1,2,144,18005,18250,18005,18250,50,14.52,12,17,32.39650012600726,21.272407010021222,0.0,0.0,10.74,12.618836349924585,0.0
1,2,145,18130,18375,18130,18375,50,15.26,14,17,33.326510350469576,22.19,0.0,0.0,11.56,13.386037815126048,0.0
1,2,146,18255,18500,18255,18500,50,15.62,14,17,33.21485847243301,22.400002232142743,0.0,0.0,12.66,13.502714285714285,0.0
1,2,147,18380,18625,18380,18625,50,16.56,14,18,31.659431295747325,21.98000227479515,0.0,0.0,14.52,14.145801587301587,0.0
1,2,148,18505,18750,18505,18750,50,17.64,16,21,29.584466133524653,21.98000227479515,0.0,0.0,15.38,15.744388962602583,0.0
1,2,149,18630,18875,18630,18875,50,20.54,16,24,28.65597248653059,22.110036182693143,0.0,0.0,17.0,18.581604597209527,0.0
1,2,150,18755,19000,18755,19000,50,21.42,18,24,29.000037153143232,22.29018169508719,0.0,0.0,17.9,19.40712419388392,0.0
1,2,151,18880,19125,18880,19125,50,17.74,12,22,29.355084905311855,22.380223412647158,0.0,0.0,15.68,15.596347915586305,0.0
1,2,152,19005,19250,19005,19250,50,14.54,12,20,28.787898640472037,22.380223412647158,0.0,0.0,13.14,12.225638379508348,0.0
1,2,153,19130,19375,19130,19375,50,13.74,12,15,27.84989963239102,22.400002232142743,0.0,0.0,10.66,12.01873992673993,0.0
1,2,154,19255,19500,19255,19500,50,12.72,11,15,27.617248047826596,22.52014209546645,0.0,0.0,8.08,11.234195138195139,0.0
1,2,155,19380,19625,19380,19625,50,11.38,10,13,27.64387678531989,21.900082191626588,0.0,0.0,6.2,9.650955710955712,0.0
1,2,156,19505,19750,19505,19750,50,11.4,10,13,28.531750221875733,21.900082191626588,0.0,0.0,6.0,9.865641025641025,0.0
1,2,157,19630,19875,19630,19875,50,13.28,10,17,31.130465368115022,21.98005686980814,0.0,0.0,8.24,11.827775195392846,0.0
1,2,158,19755,20000,19755,20000,50,14.16,11,17,32.44599986560916,22.38027032901971,0.0,0.0,10.5,12.4704518520695,0.0
1,2,159,19880,20125,19880,20125,50,11.76,9,15,32.43772931589763,22.630079540293266,0.0,0.0,10.2,9.923834387834388,0.0
1,2,160,20005,20250,20005,20250,50,11.32,9,13,31.995315446502428,22.98007832884823,0.0,0.0,11.02,9.676537684537685,0.0
1,2,161,20130,20375,20130,20375,50,12.1,10,13,32.08391941920193,23.51,0.0,0.0,12.0,10.777244755244759,0.0
1,2,162,20255,20500,20255,20500,50,11.62,9,13,32.235076693889866,23.410076890091585,0.0,0.0,11.02,10.178792540792541,0.0
1,2,163,20380,20625,20380,20625,50,10.5,8,13,31.19898236386388,23.23,0.0,0.0,8.58,8.648529914529915,0.0
1,2,164,20505,20750,20505,20750,50,10.3,8,13,29.440125709921745,22.490002223210205,0.0,0.0,6.68,8.448820512820511,0.0
1,2,165,20630,20875,20630,20875,50,11.54,9,13,28.596286305791324,22.411508204491728,0.0,0.0,6.96,10.28878010878011,0.0
1,2,166,20755,21000,20755,21000,50,11.5,10,13,27.580814173526743,22.150144469054823,0.0,0.0,7.18,10.169151515151515,0.0
1,2,167,20880,21125,20880,21125,50,13.32,10,19,27.474277516715897,22.150144469054823,0.0,0.0,8.56,11.280824969148501,0.0
1,2,168,21005,21250,21005,21250,50,17.58,12,22,28.857283054716824,22.33005597843409,0.0,0.0,11.14,15.634706491135283,0.0
1,2,169,21130,21375,21130,21375,50,19.36,16,22,29.84706138637691,22.490320140006897,0.0,0.0,11.58,17.458488797751958,0.0
1,2,170,21255,21500,21255,21500,50,17.12,14,22,30.25729301010565,21.323752015065267,0.0,0.0,9.5,14.616479570137463,0.0
1,2,171,21380,21625,21380,21625,50,13.56,11,16,30.105129608116915,20.690086998367118,0.0,0.0,8.32,11.195146353646356,0.0
1,2,172,21505,21750,21505,21750,50,14.62,11,23,29.423600904175338,20.68,0.0,0.0,10.88,12.640706982343271,0.0
1,2,173,21630,21875,21630,21875,50,19.62,13,24,28.703729140649962,20.68,0.0,0.0,15.16,17.703842296304675,0.0
1,2,174,21755,22000,21755,22000,50,20.22,17,24,28.53327860191097,20.750086746806627,0.0,0.0,15.34,18.36567615873754,0.0
1,2,175,21880,22125,21880,22125,50,16.72,14,20,27.924809706730642,21.110059213559776,0.0,0.0,12.58,14.15615639589169,0.0
1,2,176,22005,22250,22005,22250,50,15.04,14,17,27.84834561563408,21.640187152610302,0.0,0.0,11.72,12.603357142857144,0.0
1,2,177,22130,22375,22130,22375,50,16.34,14,20,29.612736897877973,21.80000917431,0.0,0.0,12.88,14.648473880780381,0.0
1,2,178,22255,22500,22255,22500,50,17.56,15,21,30.98679557070595,23.17,0.0,0.0,14.14,15.664879428964568,0.0
2,2,0,5,250,5,250,50,9.12,6,11,34.3929261706833,21.634077285615856,0.0,0.0,6.44,7.737484848484847,0.0
2,2,1,130,375,130,375,50,9.6,8,12,33.892950304223035,21.200681592816775,0.0,0.0,7.02,7.954303030303032,0.0
2,2,2,255,500,255,500,50,10.6,8,13,31.23027743652065,20.510624076317132,0.0,0.0,8.86,8.603428127428128,0.0
2,2,3,380,625,380,625,50,13.12,10,17,28.830575385805677,20.510624076317132,0.0,0.0,10.16,11.152385643767996,0.0
2,2,4,505,750,505,750,50,16.06,10,18,27.967476686787204,20.890059837157,0.0,0.0,11.2,14.35146524064171,0.0
2,2,5,630,875,630,875,50,17.76,16,20,27.653672429167624,21.22008482546665,0.0,0.0,12.18,15.601246130030962,0.0
2,2,6,755,1000,755,1000,50,19.36,17,24,28.049369827579476,21.690331947667378,0.0,0.0,13.34,16.81113285364073,0.0
2,2,7,880,1125,880,1125,50,22.12,18,24,29.275562474680598,21.76405293138206,0.0,0.0,15.38,20.046798488315652,0.0
2,2,8,1005,1250,1005,1250,50,24.0,24,24,29.25324554885615,21.14397550131006,0.0,0.0,17.0,22.196666666666665,0.0
2,2,9,1130,1375,1130,1375,50,24.0,24,24,28.368351114768963,21.14397550131006,0.0,0.0,17.2,22.466666666666665,0.0
2,2,10,1255,1500,1255,1500,50,23.0,17,24,28.334052981179887,21.22,0.0,0.0,16.64,21.229041061733614,0.0
2,2,11,1380,1625,1380,1625,50,17.34,9,24,28.833800217221533,21.49008375972509,0.0,0.0,12.74,15.285113433805991,0.0
2,2,12,1505,1750,1505,1750,50,11.04,8,17,29.3542738650043,21.570454329939366,0.0,0.0,7.44,8.703880452880451,0.0
2,2,13,1630,1875,1630,1875,50,9.78,8,12,29.682707479951947,21.77003674778708,0.0,0.0,6.56,7.711808080808081,0.0
2,2,14,1755,2000,1755,2000,50,11.74,9,17,29.882617995397123,21.950020501129377,0.0,0.0,8.56,9.942048010812716,0.0
2,2,15,1880,2125,1880,2125,50,15.72,10,20,30.275833567205115,21.495359964420228,0.0,0.0,11.16,13.282790700871198,0.0
2,2,16,2005,2250,2005,2250,50,19.2,16,22,31.333579053305865,21.495359964420228,0.0,0.0,12.76,17.191123186754762,0.0
2,2,17,2130,2375,2130,2375,50,18.1,12,22,31.885851369966332,22.211641092003987,0.0,0.0,11.3,16.1435594678799,0.0
2,2,18,2255,2500,2255,2500,50,13.5,9,21,29.520443797647577,21.960658004713792,0.0,0.0,8.52,10.300067860072504,0.0
2,2,19,2380,2625,2380,2625,50,12.42,9,17,26.004697549677832,21.200462259111237,0.0,0.0,8.46,9.863929573694278,0.0
2,2,20,2505,2750,2505,2750,50,16.3,11,20,26.756216727739197,21.06,0.0,0.0,11.84,15.048552896707697,0.0
2,2,21,2630,2875,2630,2875,50,19.7,15,22,27.64741179645905,21.06,0.0,0.0,15.24,17.56109867806772,0.0
2,2,22,2755,3000,2755,3000,50,16.14,8,22,27.76600813742066,21.150037825025276,0.0,0.0,12.34,13.324993059572007,0.0
2,2,23,2880,3125,2880,3125,50,10.84,8,15,28.714694217823673,21.560020871975052,0.0,0.0,7.48,8.784901542901544,0.0
2,2,24,3005,3250,3005,3250,50,11.16,9,14,31.477299842215942,23.32001929673301,0.0,0.0,6.92,9.46463714063714,0.0
